order_id,customer_id,order_date,status,total_amount,discount_amount,channel
ORD-0004070,CUST-000155,2025-09-24,Completed,47.67,7.29,marketplace
ORD-0004071,CUST-000041,2025-01-23,Completed,336.84,0.0,in-store
ORD-0004072,CUST-000974,2024-07-03,Completed,60.14,0.0,mobile
ORD-0004073,CUST-000418,2025-08-13,Completed,8.77,0.86,mobile
ORD-0004074,CUST-000087,2026-02-16,Completed,28.96,0.0,web
ORD-0004075,CUST-000226,2025-01-25,Completed,9.53,1.12,web
ORD-0004076,CUST-000989,2024-11-10,Completed,34.33,0.0,web
ORD-0004077,CUST-000981,2025-03-22,Completed,9.12,1.12,web
ORD-0004078,CUST-000231,2024-06-27,Pending,22.26,5.34,web
ORD-0004079,CUST-000707,2025-12-21,Completed,13.24,0.87,mobile
ORD-0004080,CUST-000542,2025-12-23,Completed,60.78,0.0,in-store
ORD-0004081,CUST-000274,2025-08-02,Completed,44.72,0.0,mobile
ORD-0004082,CUST-000939,2024-12-31,Completed,56.96,0.0,web
ORD-0004083,CUST-000816,2025-12-13,Completed,41.11,0.0,marketplace
ORD-0004084,CUST-000817,2025-07-02,Completed,14.65,0.0,marketplace
ORD-0004085,CUST-000939,2025-12-22,Pending,67.41,0.0,web
ORD-0004086,CUST-000246,2025-09-12,Completed,208.05,0.0,in-store
ORD-0004087,CUST-000278,2025-12-07,Pending,62.01,0.0,web
ORD-0004088,CUST-000515,2025-08-12,Completed,31.79,0.0,web
ORD-0004089,CUST-000928,2025-02-23,Completed,14.26,0.94,web
ORD-0004090,CUST-000549,2026-04-04,Completed,21.62,0.0,web
ORD-0004091,CUST-000859,2025-06-19,Refunded,64.23,0.0,web
ORD-0004092,CUST-000090,2025-08-18,Completed,105.48,0.0,web
ORD-0004093,CUST-000147,2024-11-11,Pending,55.07,0.0,web
ORD-0004094,CUST-000407,2025-09-07,Completed,84.77,0.0,web
ORD-0004095,CUST-000945,2025-07-18,Cancelled,78.74,11.07,web
ORD-0004096,CUST-000377,2024-10-25,Completed,67.04,0.0,web
ORD-0004097,CUST-000186,2024-07-07,Pending,26.4,0.0,web
ORD-0004098,CUST-000684,2025-08-18,Completed,51.37,0.0,web
ORD-0004099,CUST-000254,2025-11-29,Completed,22.68,0.0,web
ORD-0004100,CUST-000120,2025-06-03,Completed,45.33,0.0,web
ORD-0004101,CUST-000736,2024-11-14,Completed,58.25,0.0,web
ORD-0004102,CUST-000674,2025-10-15,Completed,171.23,0.0,in-store
ORD-0004103,CUST-000698,2024-07-27,Completed,15.68,0.0,mobile
ORD-0004104,CUST-000749,2025-03-21,Completed,65.71,15.64,marketplace
ORD-0004105,CUST-000146,2024-10-07,Completed,146.2,0.0,mobile
ORD-0004106,CUST-000458,2024-10-25,Completed,82.03,19.4,web
ORD-0004107,CUST-000372,2024-11-04,Completed,87.04,0.0,mobile
ORD-0004108,CUST-000181,2025-01-28,Refunded,71.53,0.0,mobile
ORD-0004109,CUST-000266,2024-06-30,Refunded,126.3,23.5,web
ORD-0004110,CUST-000116,2025-02-08,Completed,18.73,0.0,web
ORD-0004111,CUST-000664,2025-05-23,Completed,14.75,0.0,mobile
ORD-0004112,CUST-000421,2025-04-29,Refunded,44.48,0.0,mobile
ORD-0004113,CUST-000228,2025-01-25,Completed,7.93,0.0,web
ORD-0004114,CUST-000441,2025-12-28,Completed,119.64,0.0,web
ORD-0004115,CUST-000480,2024-09-21,Completed,118.7,12.55,mobile
ORD-0004116,CUST-000948,2025-05-17,Completed,31.61,0.0,mobile
ORD-0004117,CUST-000834,2024-07-10,Completed,33.23,0.0,web
ORD-0004118,CUST-000959,2024-07-19,Completed,42.19,0.0,mobile
ORD-0004119,CUST-000047,2025-07-20,Completed,46.6,10.91,mobile
ORD-0004120,CUST-000747,2025-07-13,Completed,49.49,5.53,mobile
ORD-0004121,CUST-000969,2026-01-24,Completed,69.87,9.44,web
ORD-0004122,CUST-000588,2025-07-05,Completed,38.94,0.0,marketplace
ORD-0004123,CUST-000782,2026-04-06,Completed,95.06,0.0,mobile
ORD-0004124,CUST-000507,2024-06-28,Refunded,63.86,0.0,web
ORD-0004125,CUST-000203,2024-08-07,Completed,27.51,0.0,mobile
ORD-0004126,CUST-000531,2024-06-23,Completed,130.07,0.0,mobile
ORD-0004127,CUST-000616,2024-10-26,Completed,15.08,0.0,mobile
ORD-0004128,CUST-000497,2025-06-20,Completed,41.52,0.0,mobile
ORD-0004129,CUST-000990,2025-09-26,Completed,96.89,0.0,marketplace
ORD-0004130,CUST-000700,2024-06-24,Completed,25.07,2.43,mobile
ORD-0004131,CUST-000790,2026-03-27,Completed,57.26,0.0,mobile
ORD-0004132,CUST-000916,2025-12-28,Completed,69.04,0.0,web
ORD-0004133,CUST-000373,2024-12-10,Completed,22.46,0.0,mobile
ORD-0004134,CUST-000801,2024-07-24,Completed,42.18,0.0,web
ORD-0004135,CUST-000233,2024-10-11,Completed,39.44,0.0,web
ORD-0004136,CUST-000036,2024-09-03,Completed,28.75,0.0,web
ORD-0004137,CUST-001000,2024-08-31,Completed,281.84,0.0,web
ORD-0004138,CUST-000510,2025-05-29,Completed,24.28,0.0,web
ORD-0004139,CUST-000163,2024-11-21,Completed,99.88,0.0,web
ORD-0004140,CUST-000015,2025-01-04,Completed,32.65,0.0,web
ORD-0004141,CUST-000661,2026-05-03,Completed,18.74,0.0,web
ORD-0004142,CUST-000915,2025-10-29,Completed,48.53,0.0,mobile
ORD-0004143,CUST-000188,2026-03-29,Pending,75.13,0.0,web
ORD-0004144,CUST-000813,2024-09-18,Completed,93.35,0.0,mobile
ORD-0004145,CUST-000269,2025-01-24,Completed,155.99,0.0,web
ORD-0004146,CUST-000206,2025-07-02,Completed,471.63,0.0,web
ORD-0004147,CUST-000215,2024-07-24,Pending,54.62,0.0,in-store
ORD-0004148,CUST-000157,2024-05-17,Completed,26.3,2.16,web
ORD-0004149,CUST-000109,2025-10-19,Completed,64.22,0.0,in-store
ORD-0004150,CUST-000355,2025-09-22,Completed,36.13,0.0,mobile
ORD-0004151,CUST-000158,2025-02-20,Completed,93.76,0.0,mobile
ORD-0004152,CUST-000881,2025-05-05,Completed,15.84,3.12,web
ORD-0004153,CUST-000188,2025-02-24,Completed,297.28,0.0,in-store
ORD-0004154,CUST-000217,2024-06-04,Completed,88.66,0.0,web
ORD-0004155,CUST-000854,2024-12-24,Completed,11.62,0.0,web
ORD-0004156,CUST-000818,2024-10-18,Completed,25.35,5.6,web
ORD-0004157,CUST-000407,2024-08-08,Completed,85.87,0.0,web
ORD-0004158,CUST-000242,2026-04-03,Completed,114.56,21.06,web
ORD-0004159,CUST-000313,2025-08-13,Completed,16.15,0.0,web
ORD-0004160,CUST-000014,2025-11-16,Completed,79.08,0.0,mobile
ORD-0004161,CUST-000179,2024-12-17,Completed,9.41,0.0,mobile
ORD-0004162,CUST-000680,2025-02-03,Completed,41.62,0.0,mobile
ORD-0004163,CUST-000673,2024-11-17,Completed,108.81,0.0,mobile
ORD-0004164,CUST-000810,2024-08-06,Completed,28.75,0.0,web
ORD-0004165,CUST-000075,2024-10-20,Pending,13.39,0.0,mobile
ORD-0004166,CUST-000378,2025-12-12,Completed,50.25,12.33,web
ORD-0004167,CUST-000785,2025-10-23,Completed,27.56,0.0,web
ORD-0004168,CUST-000018,2025-06-25,Completed,73.97,0.0,web
ORD-0004169,CUST-000385,2025-04-21,Completed,22.02,0.0,web
ORD-0004170,CUST-000561,2026-03-04,Completed,24.09,0.0,web
ORD-0004171,CUST-000823,2024-07-20,Completed,8.87,0.69,web
ORD-0004172,CUST-000163,2024-12-04,Completed,51.21,0.0,marketplace
ORD-0004173,CUST-000509,2024-12-30,Completed,39.3,7.69,web
ORD-0004174,CUST-000964,2025-12-06,Completed,17.28,1.71,marketplace
ORD-0004175,CUST-000636,2026-05-06,Completed,52.2,0.0,mobile
ORD-0004176,CUST-000416,2024-11-19,Completed,101.66,24.5,web
ORD-0004177,CUST-000437,2026-01-21,Completed,37.62,0.0,web
ORD-0004178,CUST-000617,2025-12-24,Completed,55.4,0.0,web
ORD-0004179,CUST-000399,2024-11-13,Completed,55.63,0.0,in-store
ORD-0004180,CUST-000713,2025-02-09,Completed,17.06,0.0,mobile
ORD-0004181,CUST-000665,2025-02-19,Completed,231.66,0.0,mobile
ORD-0004182,CUST-000959,2026-04-23,Completed,30.67,5.4,marketplace
ORD-0004183,CUST-000710,2024-10-21,Completed,75.56,0.0,web
ORD-0004184,CUST-000789,2025-12-13,Completed,82.71,0.0,web
ORD-0004185,CUST-000525,2024-12-24,Completed,39.98,0.0,mobile
ORD-0004186,CUST-000187,2025-11-17,Completed,72.63,5.73,web
ORD-0004187,CUST-000361,2025-03-01,Completed,54.42,0.0,web
ORD-0004188,CUST-000388,2025-07-24,Completed,14.38,1.53,mobile
ORD-0004189,CUST-000291,2025-12-25,Completed,34.27,0.0,web
ORD-0004190,CUST-000431,2025-12-14,Completed,27.38,0.0,web
ORD-0004191,CUST-000558,2026-01-16,Completed,30.9,0.0,web
ORD-0004192,CUST-000587,2024-07-07,Completed,15.75,0.0,web
ORD-0004193,CUST-000964,2025-11-02,Completed,110.07,23.47,web
ORD-0004194,CUST-000708,2024-09-15,Completed,161.03,0.0,web
ORD-0004195,CUST-000024,2025-02-24,Completed,97.75,0.0,mobile
ORD-0004196,CUST-000482,2025-06-26,Completed,123.52,20.72,web
ORD-0004197,CUST-000437,2025-02-12,Pending,33.93,0.0,web
ORD-0004198,CUST-000113,2025-05-30,Completed,26.87,0.0,web
ORD-0004199,CUST-000583,2026-05-10,Completed,23.98,0.0,web
ORD-0004200,CUST-000712,2024-09-11,Completed,74.83,0.0,web
ORD-0004201,CUST-000377,2025-10-21,Completed,53.61,0.0,web
ORD-0004202,CUST-000424,2025-02-06,Completed,42.02,0.0,web
ORD-0004203,CUST-000081,2024-09-09,Completed,125.98,0.0,marketplace
ORD-0004204,CUST-000636,2024-10-03,Completed,61.8,0.0,mobile
ORD-0004205,CUST-000627,2026-03-29,Refunded,22.85,0.0,web
ORD-0004206,CUST-000446,2026-01-26,Completed,25.93,6.34,marketplace
ORD-0004207,CUST-000965,2026-02-21,Completed,77.14,0.0,web
ORD-0004208,CUST-000264,2026-05-05,Completed,102.86,0.0,web
ORD-0004209,CUST-000125,2024-11-07,Refunded,69.5,0.0,web
ORD-0004210,CUST-000772,2025-01-02,Completed,203.88,0.0,marketplace
ORD-0004211,CUST-000265,2025-10-18,Completed,165.34,23.18,marketplace
ORD-0004212,CUST-000899,2025-04-29,Completed,63.61,0.0,mobile
ORD-0004213,CUST-000857,2025-02-27,Completed,22.85,0.0,web
ORD-0004214,CUST-000049,2025-01-04,Completed,15.67,0.0,web
ORD-0004215,CUST-000741,2025-08-08,Pending,32.79,0.0,in-store
ORD-0004216,CUST-000686,2025-07-22,Completed,81.66,0.0,marketplace
ORD-0004217,CUST-000597,2024-10-06,Completed,192.74,0.0,web
ORD-0004218,CUST-000107,2025-04-18,Cancelled,62.42,0.0,mobile
ORD-0004219,CUST-000457,2025-07-01,Completed,113.86,21.43,web
ORD-0004220,CUST-000045,2025-07-17,Completed,36.74,0.0,marketplace
ORD-0004221,CUST-000357,2024-11-07,Completed,73.57,12.95,web
ORD-0004222,CUST-000484,2025-11-21,Completed,86.37,0.0,mobile
ORD-0004223,CUST-000039,2024-06-05,Completed,9.17,0.54,web
ORD-0004224,CUST-000312,2025-01-01,Completed,32.11,0.0,mobile
ORD-0004225,CUST-000229,2025-12-06,Completed,95.56,0.0,web
ORD-0004226,CUST-000755,2025-07-11,Completed,55.68,0.0,mobile
ORD-0004227,CUST-000209,2024-11-26,Completed,17.16,0.0,marketplace
ORD-0004228,CUST-000886,2025-11-03,Completed,6.4,0.0,web
ORD-0004229,CUST-000339,2025-07-14,Completed,33.36,0.0,mobile
ORD-0004230,CUST-000987,2025-12-12,Cancelled,42.21,10.05,web
ORD-0004231,CUST-000588,2025-11-18,Pending,22.04,0.0,web
ORD-0004232,CUST-000370,2025-08-23,Completed,50.12,0.0,mobile
ORD-0004233,CUST-000407,2025-05-03,Completed,67.03,0.0,web
ORD-0004234,CUST-000556,2024-09-09,Completed,76.44,0.0,web
ORD-0004235,CUST-000912,2024-11-27,Completed,6.79,1.47,mobile
ORD-0004236,CUST-000139,2025-02-28,Completed,15.62,1.56,web
ORD-0004237,CUST-000272,2025-08-13,Completed,35.03,0.0,web
ORD-0004238,CUST-000238,2025-05-25,Completed,70.65,0.0,web
ORD-0004239,CUST-000760,2024-12-07,Completed,66.11,0.0,web
ORD-0004240,CUST-000842,2024-05-19,Completed,65.2,0.0,web
ORD-0004241,CUST-000924,2025-05-11,Completed,32.89,0.0,mobile
ORD-0004242,CUST-000919,2024-12-06,Completed,34.39,7.64,web
ORD-0004243,CUST-000052,2025-11-18,Completed,24.96,5.27,mobile
ORD-0004244,CUST-000499,2024-06-04,Completed,82.65,0.0,web
ORD-0004245,CUST-000193,2025-07-30,Completed,21.4,0.0,mobile
ORD-0004246,CUST-000060,2026-03-22,Completed,88.24,13.88,web
ORD-0004247,CUST-000049,2024-10-15,Completed,52.79,11.24,web
ORD-0004248,CUST-000401,2025-04-18,Completed,43.12,0.0,web
ORD-0004249,CUST-000894,2024-08-04,Completed,26.43,0.0,web
ORD-0004250,CUST-000137,2025-09-07,Completed,15.11,0.0,mobile
ORD-0004251,CUST-000010,2025-06-28,Completed,26.63,2.05,in-store
ORD-0004252,CUST-000221,2025-02-16,Completed,34.33,1.78,web
ORD-0004253,CUST-000419,2025-06-01,Completed,6.72,0.0,mobile
ORD-0004254,CUST-000687,2026-02-11,Completed,38.17,0.0,web
ORD-0004255,CUST-000836,2024-11-02,Completed,93.64,20.71,web
ORD-0004256,CUST-000625,2024-06-03,Completed,70.37,0.0,web
ORD-0004257,CUST-000767,2026-01-12,Completed,30.06,3.17,web
ORD-0004258,CUST-000965,2025-07-23,Refunded,46.41,0.0,mobile
ORD-0004259,CUST-000570,2026-02-05,Completed,28.65,0.0,web
ORD-0004260,CUST-000030,2025-08-11,Pending,50.35,9.74,web
ORD-0004261,CUST-000131,2025-12-17,Completed,153.25,0.0,marketplace
ORD-0004262,CUST-000819,2025-03-09,Completed,97.01,0.0,in-store
ORD-0004263,CUST-000790,2025-11-24,Completed,67.8,9.55,web
ORD-0004264,CUST-000817,2026-02-26,Completed,30.14,1.82,web
ORD-0004265,CUST-000900,2025-07-19,Refunded,81.45,0.0,web
ORD-0004266,CUST-000905,2024-10-21,Completed,11.59,0.0,in-store
ORD-0004267,CUST-000852,2024-11-30,Completed,36.53,0.0,mobile
ORD-0004268,CUST-000329,2024-11-03,Completed,71.31,0.0,mobile
ORD-0004269,CUST-000853,2024-11-21,Refunded,80.83,0.0,marketplace
ORD-0004270,CUST-000052,2024-12-14,Completed,76.39,0.0,web
ORD-0004271,CUST-000894,2025-07-03,Completed,56.59,0.0,mobile
ORD-0004272,CUST-000645,2025-08-02,Pending,38.22,5.78,web
ORD-0004273,CUST-000325,2025-03-07,Completed,68.74,0.0,web
ORD-0004274,CUST-000705,2025-08-28,Completed,20.86,0.0,web
ORD-0004275,CUST-000730,2024-07-28,Completed,22.74,3.44,marketplace
ORD-0004276,CUST-000498,2024-07-31,Completed,46.96,4.11,marketplace
ORD-0004277,CUST-000814,2024-10-13,Completed,51.34,3.9,web
ORD-0004278,CUST-000544,2025-05-29,Completed,10.38,0.0,web
ORD-0004279,CUST-000355,2024-11-09,Completed,64.34,0.0,mobile
ORD-0004280,CUST-000761,2024-12-05,Completed,82.95,0.0,marketplace
ORD-0004281,CUST-000921,2025-02-10,Refunded,42.02,9.29,web
ORD-0004282,CUST-000711,2025-12-17,Completed,298.74,52.54,web
ORD-0004283,CUST-000107,2024-05-26,Completed,25.88,0.0,web
ORD-0004284,CUST-000364,2025-09-29,Refunded,33.49,3.81,mobile
ORD-0004285,CUST-000506,2025-10-17,Refunded,32.59,2.77,marketplace
ORD-0004286,CUST-000767,2025-12-13,Completed,42.06,3.96,web
ORD-0004287,CUST-000370,2026-03-14,Completed,34.36,0.0,web
ORD-0004288,CUST-000181,2024-06-01,Completed,14.51,0.0,mobile
ORD-0004289,CUST-000606,2024-09-29,Completed,28.87,0.0,in-store
ORD-0004290,CUST-000931,2026-02-01,Completed,41.34,8.15,mobile
ORD-0004291,CUST-000208,2025-04-06,Completed,119.45,0.0,web
ORD-0004292,CUST-000927,2025-07-12,Completed,260.29,0.0,mobile
ORD-0004293,CUST-000512,2025-10-12,Completed,130.11,0.0,web
ORD-0004294,CUST-000278,2025-10-24,Completed,24.04,0.0,web
ORD-0004295,CUST-000384,2026-03-13,Completed,25.62,0.0,web
ORD-0004296,CUST-000358,2026-05-10,Completed,39.35,8.0,mobile
ORD-0004297,CUST-000459,2025-11-13,Completed,186.35,0.0,marketplace
ORD-0004298,CUST-000407,2024-12-06,Completed,39.16,0.0,web
ORD-0004299,CUST-000899,2026-01-26,Completed,15.46,0.0,web
ORD-0004300,CUST-000190,2024-06-28,Completed,29.94,0.0,web
ORD-0004301,CUST-000175,2024-11-15,Completed,81.91,9.97,web
ORD-0004302,CUST-000908,2026-02-12,Completed,77.63,0.0,web
ORD-0004303,CUST-000620,2024-11-24,Completed,38.09,6.89,marketplace
ORD-0004304,CUST-000155,2024-11-11,Completed,77.23,0.0,web
ORD-0004305,CUST-000886,2024-09-14,Completed,7.25,0.0,web
ORD-0004306,CUST-000156,2026-01-10,Completed,48.57,0.0,mobile
ORD-0004307,CUST-000596,2025-05-14,Completed,88.99,0.0,web
ORD-0004308,CUST-000738,2025-10-21,Completed,22.96,0.0,web
ORD-0004309,CUST-000638,2024-11-18,Completed,22.9,0.0,in-store
ORD-0004310,CUST-000044,2025-11-27,Completed,10.04,0.0,mobile
ORD-0004311,CUST-000639,2025-11-28,Completed,159.48,0.0,web
ORD-0004312,CUST-000100,2024-12-16,Completed,25.13,4.89,web
ORD-0004313,CUST-000872,2025-02-20,Completed,54.21,5.67,marketplace
ORD-0004314,CUST-000722,2024-11-07,Completed,72.47,0.0,mobile
ORD-0004315,CUST-000182,2026-04-21,Completed,149.85,0.0,mobile
ORD-0004316,CUST-000801,2025-09-26,Completed,39.52,7.9,marketplace
ORD-0004317,CUST-000116,2026-03-16,Completed,29.03,0.0,marketplace
ORD-0004318,CUST-000557,2024-12-12,Completed,51.34,0.0,web
ORD-0004319,CUST-000916,2025-12-06,Completed,124.87,25.31,web
ORD-0004320,CUST-000570,2025-11-30,Completed,39.01,0.0,in-store
ORD-0004321,CUST-000769,2025-11-02,Completed,20.82,4.53,mobile
ORD-0004322,CUST-000182,2026-04-11,Completed,13.03,0.0,marketplace
ORD-0004323,CUST-000453,2025-02-03,Completed,16.83,0.0,mobile
ORD-0004324,CUST-000534,2024-09-07,Completed,89.26,0.0,web
ORD-0004325,CUST-000412,2025-10-20,Completed,34.59,7.75,mobile
ORD-0004326,CUST-000122,2025-11-16,Completed,27.49,0.0,web
ORD-0004327,CUST-000675,2025-07-21,Completed,25.21,4.34,web
ORD-0004328,CUST-000149,2024-11-06,Completed,47.85,4.24,mobile
ORD-0004329,CUST-000047,2025-05-16,Completed,36.91,6.36,mobile
ORD-0004330,CUST-000116,2024-12-15,Completed,35.93,5.29,marketplace
ORD-0004331,CUST-000792,2025-03-08,Refunded,131.56,0.0,web
ORD-0004332,CUST-000884,2025-09-25,Completed,153.0,0.0,mobile
ORD-0004333,CUST-000603,2025-11-22,Cancelled,12.33,0.0,web
ORD-0004334,CUST-000708,2024-11-16,Completed,58.09,0.0,web
ORD-0004335,CUST-000204,2025-02-15,Completed,24.01,3.84,marketplace
ORD-0004336,CUST-000433,2024-11-30,Completed,36.65,0.0,mobile
ORD-0004337,CUST-000724,2024-11-03,Pending,57.25,2.92,mobile
ORD-0004338,CUST-000553,2025-12-07,Completed,37.71,0.0,web
ORD-0004339,CUST-000099,2026-02-23,Completed,53.75,9.48,web
ORD-0004340,CUST-000251,2025-01-12,Refunded,76.58,0.0,web
ORD-0004341,CUST-000002,2025-11-24,Completed,56.58,0.0,web
ORD-0004342,CUST-000428,2026-02-11,Completed,26.64,0.0,mobile
ORD-0004343,CUST-000579,2025-12-30,Completed,27.02,0.0,web
ORD-0004344,CUST-000547,2024-10-23,Completed,14.13,0.0,web
ORD-0004345,CUST-000447,2026-04-03,Refunded,22.58,0.0,web
ORD-0004346,CUST-000570,2025-01-19,Completed,214.79,0.0,marketplace
ORD-0004347,CUST-000625,2024-12-26,Completed,23.72,0.0,marketplace
ORD-0004348,CUST-000209,2024-07-10,Refunded,17.21,2.53,web
ORD-0004349,CUST-000345,2025-05-02,Refunded,57.74,0.0,in-store
ORD-0004350,CUST-000935,2024-08-18,Completed,40.92,0.0,web
ORD-0004351,CUST-000408,2024-11-22,Completed,38.23,0.0,web
ORD-0004352,CUST-000989,2024-12-17,Completed,138.0,0.0,web
ORD-0004353,CUST-000159,2025-12-16,Completed,69.36,0.0,web
ORD-0004354,CUST-000232,2026-01-22,Completed,29.25,0.0,mobile
ORD-0004355,CUST-000870,2024-12-12,Cancelled,31.83,0.0,web
ORD-0004356,CUST-000192,2026-01-09,Completed,29.9,0.0,marketplace
ORD-0004357,CUST-000542,2026-01-08,Completed,90.0,0.0,mobile
ORD-0004358,CUST-000964,2025-11-30,Completed,34.93,0.0,marketplace
ORD-0004359,CUST-000505,2024-09-22,Completed,10.65,0.0,web
ORD-0004360,CUST-000645,2025-11-02,Completed,43.01,0.0,web
ORD-0004361,CUST-000651,2026-03-26,Completed,13.07,0.0,web
ORD-0004362,CUST-000670,2025-10-27,Completed,256.57,0.0,web
ORD-0004363,CUST-000131,2024-12-23,Completed,20.64,0.0,web
ORD-0004364,CUST-000472,2025-05-14,Completed,39.27,0.0,web
ORD-0004365,CUST-000608,2025-09-26,Refunded,54.96,0.0,mobile
ORD-0004366,CUST-000555,2025-05-22,Completed,35.48,0.0,web
ORD-0004367,CUST-000753,2024-08-28,Cancelled,35.44,0.0,mobile
ORD-0004368,CUST-000155,2024-12-15,Completed,62.64,0.0,mobile
ORD-0004369,CUST-000842,2025-12-14,Completed,151.56,0.0,web
ORD-0004370,CUST-000891,2026-01-11,Completed,82.6,0.0,web
ORD-0004371,CUST-000459,2024-09-13,Completed,145.88,25.29,marketplace
ORD-0004372,CUST-000167,2026-04-02,Completed,19.35,0.0,web
ORD-0004373,CUST-000446,2024-12-22,Completed,57.62,0.0,web
ORD-0004374,CUST-000306,2025-10-11,Completed,50.61,0.0,mobile
ORD-0004375,CUST-000456,2025-11-25,Completed,59.2,8.59,web
ORD-0004376,CUST-000605,2025-12-17,Completed,134.42,0.0,mobile
ORD-0004377,CUST-000588,2026-03-26,Completed,37.46,0.0,web
ORD-0004378,CUST-000567,2024-12-16,Completed,32.32,0.0,mobile
ORD-0004379,CUST-000510,2026-01-09,Completed,68.52,8.25,web
ORD-0004380,CUST-000416,2024-09-08,Completed,10.78,2.59,mobile
ORD-0004381,CUST-000517,2025-11-07,Completed,36.99,0.0,web
ORD-0004382,CUST-000296,2025-11-21,Completed,40.15,0.0,mobile
ORD-0004383,CUST-000212,2025-10-23,Completed,21.41,0.0,mobile
ORD-0004384,CUST-000110,2024-11-23,Completed,104.13,0.0,web
ORD-0004385,CUST-000029,2026-01-20,Completed,19.11,2.16,web
ORD-0004386,CUST-000656,2024-10-10,Completed,40.1,0.0,web
ORD-0004387,CUST-000989,2024-07-02,Cancelled,56.52,12.27,web
ORD-0004388,CUST-000143,2025-11-12,Completed,131.99,0.0,web
ORD-0004389,CUST-000567,2025-04-21,Completed,44.33,0.0,mobile
ORD-0004390,CUST-000184,2025-12-31,Completed,94.53,20.49,web
ORD-0004391,CUST-000227,2025-01-25,Completed,78.29,17.65,web
ORD-0004392,CUST-000682,2024-10-09,Completed,49.34,0.0,web
ORD-0004393,CUST-000835,2025-12-27,Completed,18.7,0.0,web
ORD-0004394,CUST-000486,2025-06-27,Cancelled,14.19,3.13,web
ORD-0004395,CUST-000426,2024-10-29,Completed,48.68,0.0,web
ORD-0004396,CUST-000984,2025-11-13,Completed,28.96,0.0,web
ORD-0004397,CUST-000001,2025-05-22,Completed,93.26,17.34,mobile
ORD-0004398,CUST-000413,2025-08-17,Completed,81.18,18.49,web
ORD-0004399,CUST-000209,2025-04-08,Completed,38.56,9.4,web
ORD-0004400,CUST-000572,2025-12-24,Completed,17.7,2.89,in-store
ORD-0004401,CUST-000681,2025-12-24,Cancelled,67.26,0.0,web
ORD-0004402,CUST-000584,2025-11-09,Refunded,19.8,4.0,marketplace
ORD-0004403,CUST-000670,2024-08-14,Completed,24.37,3.52,mobile
ORD-0004404,CUST-000036,2025-12-27,Completed,20.42,3.6,web
ORD-0004405,CUST-000705,2025-10-19,Refunded,40.01,3.85,web
ORD-0004406,CUST-000993,2025-11-04,Pending,113.99,19.41,web
ORD-0004407,CUST-000281,2025-01-06,Pending,44.52,0.0,web
ORD-0004408,CUST-000952,2026-01-25,Refunded,31.36,0.0,web
ORD-0004409,CUST-000963,2025-11-15,Completed,13.19,1.03,web
ORD-0004410,CUST-000933,2024-08-21,Completed,69.53,0.0,marketplace
ORD-0004411,CUST-000141,2025-02-17,Completed,23.94,0.0,web
ORD-0004412,CUST-000962,2026-02-01,Completed,49.11,0.0,web
ORD-0004413,CUST-000242,2024-06-26,Completed,33.67,5.96,web
ORD-0004414,CUST-000031,2026-04-07,Refunded,87.4,9.74,web
ORD-0004415,CUST-000296,2025-10-24,Completed,39.42,0.0,web
ORD-0004416,CUST-000616,2025-09-12,Completed,42.64,0.0,mobile
ORD-0004417,CUST-000838,2024-11-30,Completed,65.93,6.27,mobile
ORD-0004418,CUST-000993,2024-11-22,Completed,241.18,28.12,web
ORD-0004419,CUST-000719,2026-03-23,Refunded,90.99,0.0,web
ORD-0004420,CUST-000759,2024-12-10,Completed,41.64,3.15,web
ORD-0004421,CUST-000890,2025-12-04,Completed,44.82,8.67,marketplace
ORD-0004422,CUST-000656,2025-02-03,Completed,29.37,7.17,web
ORD-0004423,CUST-000278,2024-09-15,Completed,20.91,0.0,web
ORD-0004424,CUST-000355,2024-05-23,Completed,28.73,0.0,web
ORD-0004425,CUST-000333,2025-06-22,Completed,24.1,4.02,mobile
ORD-0004426,CUST-000355,2026-04-21,Completed,75.39,16.72,web
ORD-0004427,CUST-000515,2025-01-12,Completed,18.97,0.0,web
ORD-0004428,CUST-000069,2025-01-03,Completed,129.87,30.29,mobile
ORD-0004429,CUST-000372,2024-12-28,Completed,81.58,0.0,web
ORD-0004430,CUST-000315,2025-05-31,Completed,45.44,4.37,web
ORD-0004431,CUST-000791,2025-03-20,Completed,44.71,6.16,mobile
ORD-0004432,CUST-000750,2026-01-26,Completed,28.62,6.2,web
ORD-0004433,CUST-000595,2025-05-17,Completed,55.48,0.0,web
ORD-0004434,CUST-000205,2025-05-19,Completed,106.75,23.43,web
ORD-0004435,CUST-000237,2024-09-14,Completed,25.47,0.0,web
ORD-0004436,CUST-000128,2026-04-27,Completed,13.11,0.0,marketplace
ORD-0004437,CUST-000071,2024-11-22,Completed,78.46,0.0,mobile
ORD-0004438,CUST-000941,2024-07-21,Completed,57.94,0.0,marketplace
ORD-0004439,CUST-000526,2025-10-12,Completed,18.24,0.0,web
ORD-0004440,CUST-000936,2025-08-09,Completed,24.86,0.0,web
ORD-0004441,CUST-000557,2025-02-24,Completed,22.48,0.0,mobile
ORD-0004442,CUST-000446,2025-03-02,Completed,25.04,4.68,web
ORD-0004443,CUST-000709,2025-12-07,Completed,34.5,0.0,mobile
ORD-0004444,CUST-000949,2024-11-02,Completed,36.12,0.0,mobile
ORD-0004445,CUST-000804,2025-12-20,Completed,26.56,0.0,web
ORD-0004446,CUST-000110,2025-09-28,Completed,24.37,0.0,web
